"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1902893","GO:1902893","regulation of pri-miRNA transcription by RNA polymerase II","3/411","25/5021",0.336243379241538,0.861623659306441,0.782365091273199,"FOS/JUN/EGR1",3
"GO:0050680","GO:0050680","negative regulation of epithelial cell proliferation","6/411","58/5021",0.337472304528479,0.862438488827446,0.783104966699886,"B2M/SPARC/CCL2/PTN/CAV1/SFN",6
"GO:0060759","GO:0060759","regulation of response to cytokine stimulus","6/411","58/5021",0.337472304528479,0.862438488827446,0.783104966699886,"HSP90AB1/CD24/CD74/ISG15/CAV1/HSPA1B",6
"GO:0071216","GO:0071216","cellular response to biotic stimulus","9/411","92/5021",0.338622021473959,0.862438488827446,0.783104966699886,"XBP1/HSPA5/LTF/ZFP36/TSPO/LCN2/CCL2/TXNIP/SPON2",9
"GO:0007041","GO:0007041","lysosomal transport","5/411","47/5021",0.339701549844226,0.862438488827446,0.783104966699886,"PSAP/HSPA8/CLU/ARF1/RHOB",5
"GO:0035150","GO:0035150","regulation of tube size","5/411","47/5021",0.339701549844226,0.862438488827446,0.783104966699886,"ACTA2/PTGS2/AGT/CAV1/GPX1",5
"GO:0035296","GO:0035296","regulation of tube diameter","5/411","47/5021",0.339701549844226,0.862438488827446,0.783104966699886,"ACTA2/PTGS2/AGT/CAV1/GPX1",5
"GO:0072073","GO:0072073","kidney epithelium development","5/411","47/5021",0.339701549844226,0.862438488827446,0.783104966699886,"CD24/SDC4/TACSTD2/BASP1/AGT",5
"GO:0097746","GO:0097746","blood vessel diameter maintenance","5/411","47/5021",0.339701549844226,0.862438488827446,0.783104966699886,"ACTA2/PTGS2/AGT/CAV1/GPX1",5
"GO:2000060","GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process","5/411","47/5021",0.339701549844226,0.862438488827446,0.783104966699886,"CLU/RACK1/ELOB/CAV1/HSPA1B",5
"GO:0007613","GO:0007613","memory","4/411","36/5021",0.340083497181996,0.862438488827446,0.783104966699886,"PPP1R1B/MDK/PTGS2/PTN",4
"GO:0032272","GO:0032272","negative regulation of protein polymerization","4/411","36/5021",0.340083497181996,0.862438488827446,0.783104966699886,"TMSB10/TMSB4X/PFN1/LMOD1",4
"GO:0071229","GO:0071229","cellular response to acid chemical","4/411","36/5021",0.340083497181996,0.862438488827446,0.783104966699886,"XBP1/COL1A2/AQP2/COL1A1",4
"GO:0072009","GO:0072009","nephron epithelium development","4/411","36/5021",0.340083497181996,0.862438488827446,0.783104966699886,"CD24/TACSTD2/BASP1/AGT",4
"GO:0002520","GO:0002520","immune system development","26/411","290/5021",0.34028909809246,0.862438488827446,0.783104966699886,"FOS/XBP1/B2M/LGALS1/CD74/LTF/HLA-DRA/MT1G/GLO1/JUN/ZFP36/RPS19/RPS6/EEF2/FASN/EGR1/ISG15/MDK/HLA-DRB1/HLA-B/HLA-E/JUNB/CA2/ZFP36L1/PTN/HSPA1B",26
"GO:0048660","GO:0048660","regulation of smooth muscle cell proliferation","8/411","81/5021",0.343349395252778,0.868895699460366,0.788968194956943,"CNN1/JUN/ABCC4/APOD/CDKN1A/PTGS2/AGT/TPM1",8
"GO:0002831","GO:0002831","regulation of response to biotic stimulus","10/411","104/5021",0.345064337001832,0.868895699460366,0.788968194956943,"HSP90AA1/KLK3/HSP90AB1/LTF/RPS19/ISG15/HLA-DRB1/HLA-B/HLA-E/HLA-A",10
"GO:0021700","GO:0021700","developmental maturation","10/411","104/5021",0.345064337001832,0.868895699460366,0.788968194956943,"CD63/PFN1/LTF/HOXB13/CLSTN1/SPINK1/CDKN1A/SEMG1/SEMG2/SLC26A3",10
"GO:0048534","GO:0048534","hematopoietic or lymphoid organ development","25/411","279/5021",0.345577106271772,0.868895699460366,0.788968194956943,"FOS/XBP1/B2M/LGALS1/CD74/LTF/HLA-DRA/MT1G/GLO1/JUN/ZFP36/RPS19/RPS6/EEF2/FASN/EGR1/ISG15/MDK/HLA-DRB1/HLA-B/JUNB/CA2/ZFP36L1/PTN/HSPA1B",25
"GO:0051129","GO:0051129","negative regulation of cellular component organization","22/411","244/5021",0.347706750101595,0.868895699460366,0.788968194956943,"TMSB10/RPL13A/TMSB4X/HSPA8/PMEPA1/HSPA5/B2M/PFN1/LGALS1/CLU/FLNA/LMOD1/TACSTD2/APOD/TSPO/DUSP1/CST3/PTN/CAV1/GPX1/HSPA1B/CORO1B",22
"GO:0098742","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","7/411","70/5021",0.34801148984391,0.868895699460366,0.788968194956943,"CLDN4/CLDN3/CD177/CLSTN1/VSTM2L/CDH1/SPARCL1",7
"GO:0009894","GO:0009894","regulation of catabolic process","33/411","374/5021",0.348392943874741,0.868895699460366,0.788968194956943,"HSP90AA1/CAPNS1/PSAP/HSP90AB1/RPL23/ODC1/TIMP1/CLU/FLNA/EEF1A1/RPL11/ZFP36/UBB/RPL5/EEF1A2/YBX1/SCGB1A1/RACK1/PABPC1/ATP6V1G1/TSPO/PSME1/GAPDH/HSPB1/RPS7/ELOB/EIF4G2/CST3/ZFP36L1/CDH1/CAV1/GPX1/HSPA1B",33
"GO:0051051","GO:0051051","negative regulation of transport","16/411","174/5021",0.349921973830759,0.868895699460366,0.788968194956943,"YWHAE/TXN/CD74/MAOB/TMBIM6/SPINK1/RACK1/APOD/BST2/VAMP8/SEMG1/PTGS2/ERP29/CHGA/YWHAQ/CAV1",16
"GO:0043122","GO:0043122","regulation of I-kappaB kinase/NF-kappaB signaling","9/411","93/5021",0.350491556031755,0.868895699460366,0.788968194956943,"LGALS1/CD74/LTF/FLNA/GAPDH/CANT1/HSPB1/BST2/HLA-DRB1",9
"GO:0050890","GO:0050890","cognition","9/411","93/5021",0.350491556031755,0.868895699460366,0.788968194956943,"FOS/B2M/HLA-DRA/JUN/PPP1R1B/MDK/PTGS2/PTN/AGT",9
"GO:0002260","GO:0002260","lymphocyte homeostasis","2/411","15/5021",0.350884709754294,0.868895699460366,0.788968194956943,"CD74/RPS6",2
"GO:0002385","GO:0002385","mucosal immune response","2/411","15/5021",0.350884709754294,0.868895699460366,0.788968194956943,"LTF/GP2",2
"GO:0002639","GO:0002639","positive regulation of immunoglobulin production","2/411","15/5021",0.350884709754294,0.868895699460366,0.788968194956943,"XBP1/HLA-E",2
"GO:0010573","GO:0010573","vascular endothelial growth factor production","2/411","15/5021",0.350884709754294,0.868895699460366,0.788968194956943,"CYP1B1/PTGS2",2
"GO:0014014","GO:0014014","negative regulation of gliogenesis","2/411","15/5021",0.350884709754294,0.868895699460366,0.788968194956943,"TSPO/PTN",2
"GO:0014072","GO:0014072","response to isoquinoline alkaloid","2/411","15/5021",0.350884709754294,0.868895699460366,0.788968194956943,"FOSB/PPP1R1B",2
"GO:0032069","GO:0032069","regulation of nuclease activity","2/411","15/5021",0.350884709754294,0.868895699460366,0.788968194956943,"RPS3/TMBIM6",2
"GO:0032615","GO:0032615","interleukin-12 production","2/411","15/5021",0.350884709754294,0.868895699460366,0.788968194956943,"MDK/HLA-B",2
"GO:0032655","GO:0032655","regulation of interleukin-12 production","2/411","15/5021",0.350884709754294,0.868895699460366,0.788968194956943,"MDK/HLA-B",2
"GO:0035308","GO:0035308","negative regulation of protein dephosphorylation","2/411","15/5021",0.350884709754294,0.868895699460366,0.788968194956943,"YWHAE/PPP1R1B",2
"GO:0042572","GO:0042572","retinol metabolic process","2/411","15/5021",0.350884709754294,0.868895699460366,0.788968194956943,"CYP1B1/RDH11",2
"GO:0043243","GO:0043243","positive regulation of protein-containing complex disassembly","2/411","15/5021",0.350884709754294,0.868895699460366,0.788968194956943,"EIF5A/DSTN",2
"GO:0043278","GO:0043278","response to morphine","2/411","15/5021",0.350884709754294,0.868895699460366,0.788968194956943,"FOSB/PPP1R1B",2
"GO:0045620","GO:0045620","negative regulation of lymphocyte differentiation","2/411","15/5021",0.350884709754294,0.868895699460366,0.788968194956943,"CD74/MDK",2
"GO:0045665","GO:0045665","negative regulation of neuron differentiation","2/411","15/5021",0.350884709754294,0.868895699460366,0.788968194956943,"CALR/B2M",2
"GO:0046638","GO:0046638","positive regulation of alpha-beta T cell differentiation","2/411","15/5021",0.350884709754294,0.868895699460366,0.788968194956943,"HLA-DRA/HLA-DRB1",2
"GO:0048741","GO:0048741","skeletal muscle fiber development","2/411","15/5021",0.350884709754294,0.868895699460366,0.788968194956943,"ACTA1/GPX1",2
"GO:0051154","GO:0051154","negative regulation of striated muscle cell differentiation","2/411","15/5021",0.350884709754294,0.868895699460366,0.788968194956943,"XBP1/YBX1",2
"GO:0060294","GO:0060294","cilium movement involved in cell motility","2/411","15/5021",0.350884709754294,0.868895699460366,0.788968194956943,"SEMG1/SEMG2",2
"GO:1990000","GO:1990000","amyloid fibril formation","2/411","15/5021",0.350884709754294,0.868895699460366,0.788968194956943,"B2M/CLU",2
"GO:0032270","GO:0032270","positive regulation of cellular protein metabolic process","43/411","494/5021",0.354444527093549,0.869982984858316,0.789955463737715,"HSP90AA1/TXN/RPLP1/ENO1/RPS9/HSP90AB1/CD24/HSPA5/CD74/LTF/CLU/GDF15/CCN1/CLDN4/CLDN3/UBB/RPS4X/RPS2/RPL5/EEF2/SDC4/RPS3/RACK1/PABPC1/EGR1/CCN2/PSME1/BEX3/HLA-DRB1/ELOB/EIF4G2/CDKN1A/TCIM/SEMG1/SEMG2/PTGS2/ERP29/KRT17/EIF5A/FN1/AGT/CAV1/HSPA1B",43
"GO:0006790","GO:0006790","sulfur compound metabolic process","12/411","128/5021",0.354903502268961,0.869982984858316,0.789955463737715,"ACP3/GPX4/GLO1/GNMT/SMS/ACLY/FASN/PDK4/GSTA1/SPOCK2/GPX1/CHPF",12
"GO:0031346","GO:0031346","positive regulation of cell projection organization","12/411","128/5021",0.354903502268961,0.869982984858316,0.789955463737715,"HSPA5/PFN1/FLNA/BRK1/MDK/LCN2/CDC42EP5/EIF4G2/PTN/FN1/AGT/CORO1B",12
"GO:0006006","GO:0006006","glucose metabolic process","8/411","82/5021",0.356063053056277,0.869982984858316,0.789955463737715,"TPI1/ENO1/SLC45A3/GNMT/DCXR/APOD/GAPDH/PDK4",8
"GO:0043491","GO:0043491","protein kinase B signaling","8/411","82/5021",0.356063053056277,0.869982984858316,0.789955463737715,"HSP90AA1/TXN/HSP90AB1/GDF15/RACK1/CCL2/ZFP36L1/GPX1",8
"GO:0006612","GO:0006612","protein targeting to membrane","5/411","48/5021",0.356438139042339,0.869982984858316,0.789955463737715,"HSPA5/RN7SL1/SEC61A1/SEC61B/SRP14",5
"GO:0007266","GO:0007266","Rho protein signal transduction","5/411","48/5021",0.356438139042339,0.869982984858316,0.789955463737715,"COL1A2/CDC42EP5/RHOU/RHOB/COL3A1",5
"GO:0009411","GO:0009411","response to UV","5/411","48/5021",0.356438139042339,0.869982984858316,0.789955463737715,"TIMP1/CDKN1A/PTGS2/PTN/GPX1",5
"GO:0071901","GO:0071901","negative regulation of protein serine/threonine kinase activity","5/411","48/5021",0.356438139042339,0.869982984858316,0.789955463737715,"PPP1R1B/CDKN1A/DUSP1/AGT/CAV1",5
"GO:0106106","GO:0106106","cold-induced thermogenesis","5/411","48/5021",0.356438139042339,0.869982984858316,0.789955463737715,"SCD/LCN2/TRPM8/CAV1/GNAS",5
"GO:0120161","GO:0120161","regulation of cold-induced thermogenesis","5/411","48/5021",0.356438139042339,0.869982984858316,0.789955463737715,"SCD/LCN2/TRPM8/CAV1/GNAS",5
"GO:2001056","GO:2001056","positive regulation of cysteine-type endopeptidase activity","5/411","48/5021",0.356438139042339,0.869982984858316,0.789955463737715,"CCN1/RPS3/RACK1/CCN2/BEX3",5
"GO:0019953","GO:0019953","sexual reproduction","19/411","210/5021",0.35723696757725,0.869982984858316,0.789955463737715,"CALR/GPX4/UBB/RPS6/SPINK1/PPP1R1B/PLAT/MDK/KLK14/B4GALT1/SEMG1/WFDC2/SEMG2/SLC26A3/PTGS2/SPINK2/SERPINA5/PTN/CLIC4",19
"GO:0001933","GO:0001933","negative regulation of protein phosphorylation","13/411","140/5021",0.358736258353698,0.869982984858316,0.789955463737715,"PMEPA1/GADD45B/SPINK1/RACK1/PPP1R1B/HSPB1/SOCS3/CDKN1A/ERRFI1/DUSP1/AGT/CAV1/SFN",13
"GO:0034765","GO:0034765","regulation of ion transmembrane transport","13/411","140/5021",0.358736258353698,0.869982984858316,0.789955463737715,"YWHAE/CD63/TMSB4X/FLNA/TSPAN13/ARF1/LCN2/CCL2/YWHAQ/AGT/CAV1/FHL1/CLIC4",13
"GO:0006638","GO:0006638","neutral lipid metabolic process","4/411","37/5021",0.359291723393945,0.869982984858316,0.789955463737715,"FAAH/LPL/CAV1/GPX1",4
"GO:0006639","GO:0006639","acylglycerol metabolic process","4/411","37/5021",0.359291723393945,0.869982984858316,0.789955463737715,"FAAH/LPL/CAV1/GPX1",4
"GO:0021987","GO:0021987","cerebral cortex development","4/411","37/5021",0.359291723393945,0.869982984858316,0.789955463737715,"FLNA/NPY/MDK/COL3A1",4
"GO:0048144","GO:0048144","fibroblast proliferation","4/411","37/5021",0.359291723393945,0.869982984858316,0.789955463737715,"CD74/CDKN1A/FN1/AGT",4
"GO:0048145","GO:0048145","regulation of fibroblast proliferation","4/411","37/5021",0.359291723393945,0.869982984858316,0.789955463737715,"CD74/CDKN1A/FN1/AGT",4
"GO:0061337","GO:0061337","cardiac conduction","4/411","37/5021",0.359291723393945,0.869982984858316,0.789955463737715,"YWHAE/FLNA/AGT/CAV1",4
"GO:0071260","GO:0071260","cellular response to mechanical stimulus","4/411","37/5021",0.359291723393945,0.869982984858316,0.789955463737715,"MMP7/PTGS2/AGT/COL1A1",4
"GO:0032479","GO:0032479","regulation of type I interferon production","3/411","26/5021",0.35938167142341,0.869982984858316,0.789955463737715,"HSP90AA1/GAPDH/ISG15",3
"GO:0032606","GO:0032606","type I interferon production","3/411","26/5021",0.35938167142341,0.869982984858316,0.789955463737715,"HSP90AA1/GAPDH/ISG15",3
"GO:0042743","GO:0042743","hydrogen peroxide metabolic process","3/411","26/5021",0.35938167142341,0.869982984858316,0.789955463737715,"PRDX5/MAOB/GPX1",3
"GO:0061614","GO:0061614","pri-miRNA transcription by RNA polymerase II","3/411","26/5021",0.35938167142341,0.869982984858316,0.789955463737715,"FOS/JUN/EGR1",3
"GO:1901224","GO:1901224","positive regulation of NIK/NF-kappaB signaling","3/411","26/5021",0.35938167142341,0.869982984858316,0.789955463737715,"CALR/RPS3/TCIM",3
"GO:1902373","GO:1902373","negative regulation of mRNA catabolic process","3/411","26/5021",0.35938167142341,0.869982984858316,0.789955463737715,"ZFP36/YBX1/PABPC1",3
"GO:2000177","GO:2000177","regulation of neural precursor cell proliferation","3/411","26/5021",0.35938167142341,0.869982984858316,0.789955463737715,"FLNA/MDK/PTN",3
"GO:2001238","GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","3/411","26/5021",0.35938167142341,0.869982984858316,0.789955463737715,"PDIA3/AGT/CAV1",3
"GO:0008360","GO:0008360","regulation of cell shape","7/411","71/5021",0.3617566249252,0.875078198754834,0.794581981872575,"CDC42EP5/RHOU/CCL2/RHOB/PTN/FN1/TPM1",7
"GO:0051402","GO:0051402","neuron apoptotic process","9/411","94/5021",0.362418840091626,0.876025838102071,0.795442450287511,"HSP90AB1/HSPA5/JUN/VSTM2L/GAPDH/MDK/LCN2/CCL2/GPX1",9
"GO:0006812","GO:0006812","cation transport","33/411","377/5021",0.366537379508764,0.885320337232578,0.803881972092694,"YWHAE/COX8A/CD63/TMSB4X/FTL/B2M/LTF/FLNA/TSPAN13/MAOB/PRSS8/SLC39A6/SLC44A4/SLC39A7/TMBIM6/ND5/SPINK1/ATP6V1G1/CCN2/TSPO/ARF1/LCN2/VAMP8/TPT1/SEC61A1/CCL2/TRPM8/SEMG1/PTGS2/ATP5F1B/AGT/CAV1/FHL1",33
"GO:0051494","GO:0051494","negative regulation of cytoskeleton organization","6/411","60/5021",0.36751588861618,0.886467962555713,0.804924030282467,"TMSB10/TMSB4X/PFN1/LMOD1/TACSTD2/CORO1B",6
"GO:0030098","GO:0030098","lymphocyte differentiation","10/411","106/5021",0.367559886913345,0.886467962555713,0.804924030282467,"XBP1/B2M/LGALS1/CD74/HLA-DRA/RPS6/EGR1/MDK/HLA-DRB1/ZFP36L1",10
"GO:0032388","GO:0032388","positive regulation of intracellular transport","8/411","83/5021",0.368829120269147,0.888867202791493,0.807102570513781,"YWHAE/HSP90AB1/FLNA/ARF1/RHOU/PTGS2/CDH1/SFN",8
"GO:0014902","GO:0014902","myotube differentiation","5/411","49/5021",0.373205629571439,0.891519918602451,0.809511269747079,"XBP1/GDF15/ACTA1/SCGB3A1/GPX1",5
"GO:0071675","GO:0071675","regulation of mononuclear cell migration","5/411","49/5021",0.373205629571439,0.891519918602451,0.809511269747079,"CALR/APOD/MDK/CCL2/DUSP1",5
"GO:0097696","GO:0097696","receptor signaling pathway via STAT","5/411","49/5021",0.373205629571439,0.891519918602451,0.809511269747079,"CYP1B1/SOCS3/CCL2/AGT/CAV1",5
"GO:1901800","GO:1901800","positive regulation of proteasomal protein catabolic process","5/411","49/5021",0.373205629571439,0.891519918602451,0.809511269747079,"CLU/RACK1/ELOB/CAV1/HSPA1B",5
"GO:1990266","GO:1990266","neutrophil migration","5/411","49/5021",0.373205629571439,0.891519918602451,0.809511269747079,"CD74/CD177/GP2/MDK/CCL2",5
"GO:0019318","GO:0019318","hexose metabolic process","9/411","95/5021",0.374391950467924,0.891519918602451,0.809511269747079,"TPI1/ENO1/SLC45A3/GNMT/DCXR/APOD/GAPDH/B4GALT1/PDK4",9
"GO:0097191","GO:0097191","extrinsic apoptotic signaling pathway","9/411","95/5021",0.374391950467924,0.891519918602451,0.809511269747079,"KRT18/KRT8/IFI6/BEX3/PDIA3/AGT/CAV1/GPX1/HSPA1B",9
"GO:0051235","GO:0051235","maintenance of location","12/411","130/5021",0.375341447405331,0.891519918602451,0.809511269747079,"TXN/TMSB10/CALR/TMSB4X/FTL/HSPA5/FLNA/KDELR2/TSPO/LCN2/LPL/CAV1",12
"GO:0007338","GO:0007338","single fertilization","4/411","38/5021",0.378487820910511,0.891519918602451,0.809511269747079,"SPINK1/PLAT/B4GALT1/SERPINA5",4
"GO:0050806","GO:0050806","positive regulation of synaptic transmission","4/411","38/5021",0.378487820910511,0.891519918602451,0.809511269747079,"CLSTN1/CCL2/PTGS2/PTN",4
"GO:0048511","GO:0048511","rhythmic process","10/411","107/5021",0.378873977330189,0.891519918602451,0.809511269747079,"HSPA5/JUN/CLDN4/JUND/RACK1/EGR1/MMP7/MDK/BHLHE40/PTN",10
"GO:0001975","GO:0001975","response to amphetamine","2/411","16/5021",0.38134228320847,0.891519918602451,0.809511269747079,"NR4A1/PPP1R1B",2
"GO:0002251","GO:0002251","organ or tissue specific immune response","2/411","16/5021",0.38134228320847,0.891519918602451,0.809511269747079,"LTF/GP2",2
"GO:0010765","GO:0010765","positive regulation of sodium ion transport","2/411","16/5021",0.38134228320847,0.891519918602451,0.809511269747079,"PRSS8/ARF1",2
"GO:0014904","GO:0014904","myotube cell development","2/411","16/5021",0.38134228320847,0.891519918602451,0.809511269747079,"ACTA1/GPX1",2
"GO:0030574","GO:0030574","collagen catabolic process","2/411","16/5021",0.38134228320847,0.891519918602451,0.809511269747079,"MMP7/CST3",2
"GO:0030888","GO:0030888","regulation of B cell proliferation","2/411","16/5021",0.38134228320847,0.891519918602451,0.809511269747079,"CD74/CDKN1A",2
"GO:0042119","GO:0042119","neutrophil activation","2/411","16/5021",0.38134228320847,0.891519918602451,0.809511269747079,"PLA2G2A/CD177",2
"GO:0042490","GO:0042490","mechanoreceptor differentiation","2/411","16/5021",0.38134228320847,0.891519918602451,0.809511269747079,"SDC4/SLC44A4",2
"GO:0043300","GO:0043300","regulation of leukocyte degranulation","2/411","16/5021",0.38134228320847,0.891519918602451,0.809511269747079,"CD177/VAMP8",2
"GO:0045576","GO:0045576","mast cell activation","2/411","16/5021",0.38134228320847,0.891519918602451,0.809511269747079,"VAMP8/CHGA",2
"GO:0048246","GO:0048246","macrophage chemotaxis","2/411","16/5021",0.38134228320847,0.891519918602451,0.809511269747079,"MDK/CCL2",2
"GO:0051894","GO:0051894","positive regulation of focal adhesion assembly","2/411","16/5021",0.38134228320847,0.891519918602451,0.809511269747079,"S100A10/SDC4",2
"GO:0060251","GO:0060251","regulation of glial cell proliferation","2/411","16/5021",0.38134228320847,0.891519918602451,0.809511269747079,"TSPO/PTN",2
"GO:0060325","GO:0060325","face morphogenesis","2/411","16/5021",0.38134228320847,0.891519918602451,0.809511269747079,"MYH3/COL1A1",2
"GO:0060612","GO:0060612","adipose tissue development","2/411","16/5021",0.38134228320847,0.891519918602451,0.809511269747079,"XBP1/UBB",2
"GO:0098900","GO:0098900","regulation of action potential","2/411","16/5021",0.38134228320847,0.891519918602451,0.809511269747079,"FLNA/CAV1",2
